Nama Pelatihan,Objid Pelatihan,Category,Tipe,Lokasi Pelatihan,Provider,Academy Event,Location,Provider Category,Event Type,Status,Tgl Mulai,Tgl Selesai,JML Peserta,JML Confirmed,JML Peserta Hadir,JML UBPP Inst,JML UBPP Delivery,UBPP Inst,UBPP Akom,UBPP Sarana,UBPP Laborat,UBPP Penyelenggaraan,UBPP Kafetaria,UBPP Materi,Net Promotor Score,Customer Satisfaction,First Response & Average Handling,Customer Effort Score
OC Trusted Advisor Webinar Series 18,80114030,LAT,Online Forum,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-24,2020-11-24,188,57,71,11,12,77.91,0,90,0,89.5,0,88.54,66.67,89.72,90,88.67
SumSel - Moving Beyond Performance TREG1,80114067,LAT,,Bandung,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-11-24,2020-12-15,15,15,15,0,0,0,0,0,0,90,0,0,100,0,0,0
Medan - Moving Beyond Performance TREG1,80114068,LAT,,Bandung,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-24,2020-12-10,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Apple & Orange - Business Simulation B2,80114072,LAT,,Bandung,Learning Area 1 Medan,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-24,2020-11-27,19,18,18,17,18,75.97,0,88.33,0,87.78,0,88.89,61.11,88.89,87.78,87.67
Professional Scrum Product Owner B5 2020,80114077,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-24,2020-11-26,9,9,9,9,9,80.16,0,93.33,0,92.44,0,92.78,77.78,93.33,94.44,92
Pengadaan Barang Jasa Pemerintah,80114078,LAT,E-learning,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-24,2020-12-10,1,1,1,1,1,80,0,100,0,98,0,95,100,100,100,94
Fast Data Visualization Analytic,80114083,LAT,Virtual Classroom,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Internal,Close Budget,2020-11-24,2020-11-25,17,16,16,13,14,76.85,0,87.86,0,90.43,0,91.79,71.43,89.76,92.86,90.86
"TRShoot GGN HSI:ONT,OLT,TR1&6 Batch 3",80114085,LAT,,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-24,2020-11-26,47,3,47,3,3,85.71,0,100,0,96.67,0,95.83,100,98.89,96.67,95.33
"TRShoot GGN HSI:ONT,OLT,TR4&7 Batch 3",80114086,LAT,,Bandung,Learning Area 7 Makassar,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-24,2020-11-26,40,11,40,37,37,76.69,0,89.73,0,89.89,0,88.85,89.19,90.63,89.73,88.32
Cognitium coba coba,80113940,LAT,Sharing Session,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Internal,WO,2020-11-23,2020-11-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowledge Management,80113991,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,On Going,2020-11-23,2020-11-25,5,3,0,1,1,71.43,0,100,0,86,0,85,100,86.67,100,84
OLT 702010 Batch 1 Modul 5 & 6 Batch 1,80114014,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-23,2020-11-23,11,10,10,4,5,,0,96,0,95.6,0,92,80,96.67,96,92
Leadership in Territory STO Batch 8,80114052,LAT,,Bandung,Learning Area 5 Surabaya,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-23,2020-11-27,26,26,26,10,12,79.22,0,90,0,89.33,0,88.96,66.67,90,89.17,89
Data Scientist,80114060,LAT,TOT,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-11-23,2020-11-24,12,12,12,6,6,70,0,80,0,85.33,0,85.42,66.67,83.89,83.33,84.67
Design Sprint Finnet Batch 1,80114062,LAT,Online Forum,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-23,2020-11-24,27,24,27,12,12,74.68,0,87.5,0,88.33,0,87.39,66.67,89.44,88.33,86.55
Design Sprint Finnet Batch 2,80114063,LAT,Sharing Session,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-23,2020-11-25,26,22,26,12,12,80.78,0,89.17,0,90.17,0,92.08,75,90.28,90,91.17
TNT BP 3 batch 9,80114066,LAT,,Bandung,Learning Area 4 Semarang,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-23,2020-11-25,23,21,23,16,16,78.82,0,90.63,0,90.63,0,89.84,81.25,90.42,91.25,89.75
Sukabumi- Moving Beyond Performance REG3,80114071,LAT,,Bandung,Learning Area 5 Surabaya,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-23,2020-12-14,16,16,15,3,3,75.05,0,86.67,0,90.71,0,88.89,100,87.5,93.33,89.17
Big Data Analyst Batch 5,80114075,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-23,2020-12-02,5,5,5,4,5,69.64,0,82.5,0,84.5,0,80.63,75,83.33,85,81
IP FUNDAMENTAL & BOOTCAMP TCIF,80114081,LAT,Virtual Classroom,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Internal,Close Budget,2020-11-23,2020-12-02,20,14,20,11,11,78.25,0,84.54,0,90.36,0,90,81.82,86.97,93.64,89.64
PMP (Project Management Profesional),80114082,LAT,Online Forum,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-11-23,2020-12-02,8,8,8,5,6,93.67,78.33,90,0,90,76.67,93.75,83.33,85.67,88.33,91.67
Bangmat Data Center & Cloud Computing,90004526,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-23,2020-11-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluasi Leadership Site Manager Batch 1 dan 2,90004534,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-23,2020-11-23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertifikasi Chief Information Officer,80114175,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,On Going,2020-11-21,2020-11-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Cloud Practitioner Essentials 4,80113943,LAT,Test Online,Bandung,Learning Area 3 Bandung,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-20,2020-11-20,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Developer Assoc 3,80113945,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Online (Lokasi Masing-Masing),Internal,Public,Canceled,2020-11-20,2020-11-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Cloud Practitioner Essentials 2,80114056,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-20,2020-11-20,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Solution Architect Assoc 13,80114057,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Canceled,2020-11-20,2020-11-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Cloud Practitioner Essentials 3,80114058,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-20,2020-11-20,1,1,1,0,1,0,0,100,0,100,0,100,100,100,100,100
Actualizing Inside-Out Leadership,80114079,LAT,,Bandung,Learning Area 1 Medan,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-20,2020-11-20,31,31,31,6,28,79.29,0,89.29,0,88.45,0,88.3,62.07,88.35,92.5,88.07
Mentoring Leadership in Teritorry (week-3),90004492,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-20,2020-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opening Coaching Moving Beyond Performance REG I dan III,90004524,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-19,2020-11-19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Managing People,80113873,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,On Going,2020-11-19,2020-11-24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Art and Science of Coaching 1&2,80114007,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,On Going,2020-11-19,2020-11-29,20,13,0,1,1,81.43,0,90,0,92,0,95,100,93.33,80,94
Living the Grand Why Batch 7,80113732,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-18,2020-11-18,1432,983,790,94,94,,0,91.06,0,90.79,0,90.88,74.47,91.1,91.49,90.55
CBHC Modul 1 Batch 3,80113812,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Internal,Close Budget,2020-11-18,2020-11-27,26,25,24,13,13,76.78,0,86.15,0,87.85,0,87.6,69.23,87.69,87.69,86.98
Mentoring 4DX Batch 2,80113942,LAT,,Bandung,Learning Area 2 Jakarta,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-18,2020-11-18,15,12,12,9,9,91.25,66.67,74.44,0,92.44,72.22,93.06,55.56,80,94.44,92.67
National Anti Fraud Conference (NAFC),80114009,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,On Going,2020-11-18,2020-11-19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps Foundation Training & Exam,80114010,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,On Going,2020-11-18,2020-11-19,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penggunaan Tanda Tangan Elektronik,80114024,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,On Going,2020-11-18,2020-11-18,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intro to Python for Data Science,80114026,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-11-18,2021-01-22,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Leadership in Territory STO Batch 7,80114053,LAT,,Bandung,Learning Area 2 Jakarta,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-18,2020-11-24,19,19,19,12,12,88.72,90,90,0,90,100,92.5,100,90,100,92
Pembuatan Laporan LIM-4 week-3,90004498,NON LAT,Project,Bandung,Dalam Negeri,LEADERSHIP,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-18,2020-11-20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Leadership Training TelkoMedika,90004522,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO,ENTERPRISE,LA 3,External,Internal,WO,2020-11-18,2020-11-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corpu-Up Sharing Session Telkom CorpU,90004518,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,LA 3,Internal,Internal,Close WO,2020-11-17,2020-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persiapan TCIF,90004520,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-17,2020-11-17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Solution Architect Assoc 4,80113895,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-17,2020-11-17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mentoring 4DX Batch 1,80113941,LAT,,Bandung,Learning Area 2 Jakarta,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-17,2020-11-17,16,16,16,16,14,91.85,85.71,90,0,91.25,86.43,91.96,80,89.16,91.43,91.57
Apple & Orange - Business Simulation,80113947,LAT,,Bandung,Learning Area 1 Medan,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-17,2020-11-20,26,22,23,12,14,82.08,88.57,90,0,88.29,67.14,88.21,42.86,84.57,91.43,88
Public Speaking & Handling Customer,80113948,LAT,Virtual Classroom,Bandung,Learning Area 4 Semarang,WS & INTERNATIONAL,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-17,2020-11-19,15,14,15,13,13,83.41,0,93.85,0,96.15,0,95.96,84.62,96.41,95.39,95.69
Applied Finance for Non Finance Executiv,80113975,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-17,2020-11-18,2,2,2,2,2,68.57,0,85,0,79,0,82.5,0,83.33,85,80
OC Trusted Advisor Webinar Series 17,80113977,LAT,Online Forum,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-17,2020-11-17,202,64,81,17,18,82.97,0,88.89,0,91.44,0,90.56,77.78,90.56,91.67,90.67
Data Science A to Z,80113820,LAT,E-learning,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,On Going,2020-11-16,2020-12-15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Telkom Certified User Experience,80113821,LAT,Virtual Classroom,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close WO,2020-11-16,2020-11-20,9,9,9,5,5,82.59,0,96,0,95.2,0,95.5,100,94.67,96,94.8
Project Management Essential,80113871,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,On Going,2020-11-16,2020-11-18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Negotiation Skill,80113938,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-16,2020-11-18,2,2,2,2,2,72.86,0,80,0,80,0,81.25,0,76.67,100,81
Business Acumen Mgr Sales & Solution #2,80113976,LAT,Online Forum,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-16,2020-11-20,23,22,22,15,15,81.14,0,90.67,0,92.8,0,93,100,93.11,91.33,92.13
Brand & Campaign Strategy,80113818,LAT,E-learning,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-15,2020-11-15,5,5,5,5,5,79.43,0,92,0,93.6,0,94.5,100,94,94,93.6
Certif International Digital Marketing,80113817,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-14,2020-11-15,2,2,2,2,2,72.14,0,85,0,87,0,83.75,100,86.67,85,84
Udemy Flipped Learning and Facilitation,80114022,LAT,,,,,Online (Lokasi Masing-Masing),,,,2020-11-14,2020-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Designing Complex Apps for Spec Domains,80113816,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-13,2020-11-15,1,1,1,1,1,80,0,100,0,94,0,92.5,100,96.67,100,92
Exam AWS Developer Assoc 2,80113898,LAT,Test Online,Bandung,Learning Area 3 Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-13,2020-11-13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Solution Architect Assoc 9,80113928,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-13,2020-11-13,3,3,3,1,1,67.14,0,90,0,80,0,77.5,0,83.33,80,78
Exam AWS Solution Architect Assoc 10,80113929,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-13,2020-11-13,4,4,4,1,1,,0,90,0,98,0,95,100,96.67,100,94
Mentoring Leadership in Teritorry (week-2),90004490,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-13,2020-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Professional Scrum Master,80113866,LAT,Virtual Classroom,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close WO,2020-11-12,2020-11-16,12,12,12,6,6,76.67,75,83.33,0,85,78.33,85,66.67,81.33,83.33,85
Exam AWS Solution Architect Assoc 6,80113925,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-12,2020-11-12,1,1,1,1,1,80,0,100,0,86,0,87.5,100,93.33,80,84
Exam AWS Solution Architect Assoc 7,80113926,LAT,E-learning,Bandung,Learning Area 3 / LO Bandung,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-12,2020-11-12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Solution Architect Assoc 8,80113927,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-12,2020-11-12,2,2,2,1,1,64.29,0,90,0,88,0,90,100,83.33,90,92
Effective Business Communication,80113932,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-12,2020-11-17,2,2,2,2,2,75,0,80,0,81,0,86.25,50,76.67,90,86
Exam AWS Solution Architect Assoc 3,80113622,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-11,2020-11-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ISO 22301:2019 Business Continuity Mgt,80113623,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-11,2020-11-19,43,41,40,24,24,81.19,72.4,76,0,79.84,64,80.3,40,74.32,82.8,79.68
Managing the Executive Agenda & Schedule,80113814,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-11,2020-11-12,2,2,2,2,2,73.57,0,80,0,79,0,81.25,0,80,85,80
DesignOps: Scaling UX Design & User B-2,80113815,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-11,2020-11-13,1,1,1,1,1,74.29,0,100,0,90,0,95,100,96.67,90,92
Membaca Kilat,80113822,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-11,2020-11-12,20,20,20,14,13,76,0,88.57,0,89.86,0,91.07,64.29,90.71,91.43,90
Bootcamp AM GSD Batch 1,80113868,LAT,,Bandung,Learning Area 3 Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-11,2020-11-18,26,26,26,24,25,87.84,78.4,83.2,0,87.04,77.2,85.5,60,82.16,89.6,85.44
TREMS,80113890,LAT,,Bandung,Learning Area 4 Semarang,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-11,2020-11-13,27,27,27,24,24,90,84.4,85.6,0,88.72,84,89.1,64,86.08,88.8,88.72
Exam AWS Developer Assoc 1,80113899,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-11,2020-11-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembuatan Laporan LIM-4 week 2,90004496,NON LAT,Project,Bandung,Dalam Negeri,LEADERSHIP,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-11,2020-11-13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Public Speaking and handling Customer,90004508,NON LAT,Pengembangan Materi,,Learning Area 3 / LO,WS & INTERNATIONAL,,,Internal,Draft,2020-11-11,2020-11-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangmat Leadership Mitratel,90004510,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,WS & INTERNATIONAL,LA 3,Internal,Internal,WO,2020-11-11,2020-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Solution Architect Assoc 11,90004504,NON LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close WO,2020-11-10,2020-11-10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Achievement Orientation for Finnet,80113811,LAT,Sharing Session,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-10,2020-11-12,26,25,25,24,24,76.02,0,90,0,88.74,0,90.73,54.17,89.86,91.67,89.58
Digital Talent Acceleration,80113869,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-10,2020-12-11,78,55,54,52,51,65.57,0,81.6,0,80.55,0,80.1,32.69,80.46,83.92,79.61
Financial Reporting & Evaluation,80113888,LAT,,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-10,2020-11-11,25,25,25,25,25,72.06,0,83.6,0,84.8,0,84.2,48,83.47,87.6,84.16
"TRShoot GGN HSI:ONT,OLT,TR4&7 Batch 2",80113891,LAT,,Bandung,Learning Area 7 Makassar,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-10,2020-11-12,15,0,15,2,15,,98.67,98,0,97.07,98,98.5,100,97.87,96.67,98.27
"TRShoot GGN HSI:ONT,OLT,TR1&6 Batch2",80113892,LAT,,Bandung,Learning Area 1 Medan,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-10,2020-11-12,62,2,61,2,2,,0,85,0,92,0,91.25,100,88.33,90,92
Exam AWS Solution Architect Assoc 5,80113897,LAT,E-learning,Bandung,Learning Area 3 / LO Bandung,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-10,2020-11-10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNT BP 3 batch 8,80113931,LAT,,Bandung,Learning Area 3 / LO Bandung,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),Internal,Internal,Close Budget,2020-11-10,2020-11-12,21,19,20,13,13,72.78,0,83.85,0,82.31,0,84.23,38.46,83.08,80.77,83.54
Digital Marketing AMA Batch 1,80113620,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Internal,On Going,2020-11-09,2020-12-16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CISA(Certified Information System Audit),80113867,LAT,Virtual Classroom,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-11-09,2020-11-12,12,12,12,7,7,70.31,0,82.86,0,82.57,0,88.21,71.43,84.76,78.57,84.86
Certified Ethical Hacker (CEH),80113884,LAT,Virtual Classroom,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-11-09,2020-11-13,15,14,14,8,8,82.5,83.75,85,0,87.25,80,85.63,75,84.5,83.75,85.75
CRMO (Certified Risk Management Officer),80113885,LAT,Virtual Classroom,Bandung,Learning Area 3 / LO,NITS,Online (Lokasi Masing-Masing),,Public,Close Budget,2020-11-09,2020-11-13,5,4,4,2,2,97.5,90,90,0,98,90,98.75,100,92,100,99
Exam AWS Solution Architect Assoc 1,80113893,LAT,Test Online,Bandung,Learning Area 3 / LO Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-09,2020-11-09,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Exam AWS Solution Architect Assoc 2,80113894,LAT,Test Online,Bandung,Learning Area 3 Bandung,DSP,Telkom Corporate University,Internal,Public,Close Budget,2020-11-09,2020-11-09,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Acumen Mgr Sales & Solution #1,80113902,LAT,Online Forum,Bandung,Learning Area 2 Jakarta,ENTERPRISE,Online (Lokasi Masing-Masing),Internal,Internal,Close WO,2020-11-09,2020-11-13,19,19,19,10,13,78.26,0,84.62,0,88.92,0,87.89,69.23,87.69,90.77,87.39
Pengembangan Materi TCIF (Diskusi TCIF),90004506,NON LAT,Pengembangan Materi,Bandung,Learning Area 3 / LO Bandung,NITS,LA 3,Internal,Internal,WO,2020-11-09,2020-11-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arbitrase & Alt Penyelesaian Sengketa,80112219,LAT,Virtual Classroom,Bandung,Learning Area 7 Makassar,DSP,Online (Lokasi Masing-Masing),Internal,Public,Close Budget,2020-11-09,2020-11-10,5,5,5,5,5,77.33,72,86,0,85.2,70,85.5,20,79.6,94,84.8
Finalisasi materi Achievement Orientation,90004486,NON LAT,Pengembangan Materi,Jakarta,Learning Area 3 / LO,ENTERPRISE,LA 2,External,Internal,WO,2020-11-06,2020-11-06,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mentoring Leadership in Teritorry (week-1),90004488,NON LAT,Project,Bandung,Learning Area 3 / LO Bandung,CONSUMER,Online (Lokasi Masing-Masing),Internal,Internal,WO,2020-11-06,2020-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shutting Up Your inner talk,80113671,LAT,,Bandung,Learning Area 3 / LO,BUSINNESS ENABLER,Online (Lokasi Masing-Masing),,Public,On Going,2020-11-06,2020-11-06,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
